1398	165	14	5
1337	58	436	5
6	188	63	5
1701	227	99	5
195	216	204	5
380	57	1194	5
2187	225	1	5
6	9	22	5
18	218	31	5
601	225	49	5
11	185	7	5
537	120	7	5
117	170	89	5
74	13	3903	5
1751	22	2429	5
5	222	969	5
457	162	3500	5
796	146	117	5
22	89	21	5
3883	20	759	5
6	7	1	5
43	218	111	5
549	168	180	5
431	192	160	5
171	170	62	5
3354	206	180	5
942	137	1969	5
286	222	21	5
64	32	127	5
218	107	4595	5
141	57	7	5
207	33	1	5
1209	188	1	5
244	20	2182	5
6600	223	180	5
19	195	151	5
3	184	47	5
8	184	272	5
1423	193	116	5
7	22	11	5
400	133	87	5
160	172	431	5
19	136	17	5
49	120	601	5
62	223	171	5
21	31	22	5
468	74	139	5
484	61	1	5
19	63	17	5
484	227	1	5
3	162	1178	5
529	127	1701	5
256	170	5	5
11	9	7	5
639	37	15	5
537	50	7	5
554	73	56	5
124	127	164	5
87	8	400	5
29	16	81	5
111	100	10	5
63	218	6	5
45	137	86	5
554	172	3	5
1337	13	436	5
1398	37	1	5
262	170	3	5
394	77	389	5
74	40	81	5
969	160	5	5
100	73	480	5
5	46	256	5
117	153	796	5
116	37	1423	5
3074	72	107	5
1398	57	1	5
14	80	1398	5
1	204	484	5
44	30	3	5
6	20	57	5
111	193	43	5
246	71	155	5
145	170	57	5
87	40	8	5
1	160	1398	5
127	60	64	5
1194	162	380	5
22	107	6	5
45	6	279	5
45	20	108	5
6	63	22	5
62	192	5	5
489	16	777	5
614	119	1	5
38	20	264	5
6864	61	264	5
14	137	1	5
12	73	6	5
212	33	6	5
7	204	11	5
21	86	286	5
2619	192	75	5
872	159	275	5
594	113	1923	5
117	108	796	5
64	158	1214	5
1523	2	34	5
1610	147	3	5
6	89	12	5
75	165	2619	5
6721	73	211	5
115	14	783	6
2	165	467	6
4195	176	321	6
6	89	12	6
0	164	57	6
3	40	44	6
58	158	20	6
180	64	457	6
18	85	31	6
37	16	57	6
19	137	17	6
16	117	36	6
719	120	243	6
57	223	37	6
39	196	461	6
1502	1	138	6
487	61	6	6
989	37	180	6
7	172	11	6
335	193	29	6
42	61	8	6
363	15	544	6
14	137	1	6
247	146	57	6
147	46	130	6
614	63	1	6
1668	184	114	6
63	218	6	6
57	133	145	6
153	67	310	6
20	222	543	6
287	81	6	6
1541	1	543	6
153	9	382	6
21	60	1	6
380	57	6053	6
9	43	2	6
31	57	1827	6
37	8	57	6
477	192	1511	6
205	107	9	6
22	163	21	6
354	114	1191	6
31	191	770	6
19	107	184	6
112	168	7	6
377	127	117	6
4654	192	1629	6
184	145	19	6
9	33	48	6
22	70	6	6
83	107	254	6
11	53	7	6
320	34	3	6
142	12	6	6
145	224	57	6
801	37	355	6
13	192	2959	6
317	53	5	6
11	59	2236	6
21	61	22	6
21	59	1	6
34	64	11	6
14	33	1398	6
190	191	118	6
4570	7	1715	6
1037	162	35	6
19	40	184	6
182	57	386	6
942	137	1969	6
1293	212	156	6
461	172	39	6
237	137	955	6
19	4	17	6
403	20	222	6
5865	184	2588	6
0	23	80	6
144	100	14	6
1800	226	244	6
2027	86	38	6
471	224	878	6
93	71	92	6
3	176	1759	6
153	63	310	6
596	58	1325	6
19	215	17	6
290	20	2331	6
1468	14	3	6
145	1	37	6
1245	57	6220	6
392	46	1	6
76	37	326	6
125	194	1532	6
1470	137	3	6
129	145	918	6
5121	15	190	6
3	57	1470	6
153	9	180	6
74	55	3903	6
17	145	897	6
115	47	36	6
457	60	310	6
4438	206	112	6
6	224	22	6
719	16	242	6
29	134	81	6
130	20	72	6
10	13	27	6
42	20	8	6
361	53	5	6
7	151	57	6
3	136	320	6
32	64	16	6
8	20	42	6
1885	3	180	6
543	63	20	6
9	29	48	6
861	192	9	6
215	114	125	6
4205	137	2555	6
38	170	1433	6
320	214	3	6
484	61	1	6
253	206	719	6
153	195	310	6
72	136	130	6
97	137	1363	6
142	169	1	6
10	22	8	6
1	129	257	6
940	89	112	6
206	4	1	6
74	40	81	6
1398	192	1	6
32	73	581	6
1681	127	19	6
1579	23	31	6
142	53	21	6
4988	7	6087	6
1813	20	457	6
498	34	2	6
936	15	353	6
1316	190	1191	6
3471	171	731	6
202	43	1	6
1	194	89	6
57	127	37	6
2327	216	751	6
12	55	6	6
493	137	156	6
1712	99	99	6
709	85	551	6
115	165	175	6
2329	3	310	6
6	4	22	6
6568	200	165	6
257	98	1	6
20	228	58	6
1379	224	1194	6
646	171	583	6
56	93	3	6
14	33	1	6
1	204	130	6
551	20	709	6
2	89	9	6
87	87	8	6
44	52	1248	6
1248	72	44	6
6	4	1	6
80	204	0	6
1541	227	20	6
145	151	37	6
377	36	8	6
933	46	912	6
1681	53	19	6
9	135	467	6
21	193	22	6
38	143	2027	6
72	211	130	6
2262	45	55	6
225	55	177	6
6186	1	6708	6
2	7	52	6
206	89	484	6
3322	107	34	6
758	4	9	6
823	196	1384	6
35	50	73	6
4962	37	153	6
3471	20	2327	6
1611	143	2555	6
6	188	63	6
335	225	218	6
206	61	484	6
140	111	812	6
6	63	22	6
4654	61	361	6
552	57	80	6
37	158	145	6
6	225	487	6
1646	14	921	6
6	120	22	6
1324	137	206	6
1	107	8	6
19	146	17	6
34	64	11	6
145	72	37	6
376	96	72	6
830	165	161	6
147	8	202	6
182	152	386	6
218	20	335	6
2959	181	13	6
218	145	1219	6
457	47	310	6
543	37	20	6
493	194	156	6
3471	170	751	6
130	13	1	6
226	200	24	6
117	50	377	6
115	83	175	6
6788	195	8	6
3	16	676	6
45	81	279	6
189	162	16	6
0	1	5	6
153	129	310	6
17	196	19	6
545	22	383	6
29	42	335	6
175	185	115	6
205	85	2	6
206	95	1324	6
170	162	172	6
31	22	65	6
145	170	57	6
37	170	57	6
583	188	646	6
475	55	18	7
646	171	583	7
62	193	5	7
8	8	87	7
57	127	37	7
37	200	57	7
446	32	78	7
4570	7	1715	7
310	224	180	7
1610	146	3	7
102	223	554	7
255	64	16	7
4617	137	360	7
1023	73	126	7
59	172	8	7
1061	37	353	7
213	13	3	7
3	67	56	7
202	181	429	7
44	46	1248	7
3	142	1222	7
31	55	100	7
63	88	6	7
1	160	1398	7
18	85	31	7
59	61	42	7
583	189	646	7
248	185	1195	7
44	6	3	7
52	9	309	7
14	171	836	7
936	59	2780	7
1222	80	1248	7
115	80	16	7
2219	107	140	7
86	57	322	7
1867	204	292	7
59	36	42	7
484	46	1	7
248	116	1	7
1041	184	1517	7
8	13	400	7
1	204	484	7
149	99	5239	7
1209	188	1	7
23	158	80	7
1751	20	1910	7
42	65	59	7
42	146	8	7
48	204	2	7
12	55	6	7
2	13	9	7
2111	13	16	7
2	222	90	7
34	61	1	7
1398	37	1	7
477	146	6877	7
143	226	2176	7
153	58	310	7
202	4	1	7
6422	137	559	7
165	195	16	7
6	7	1	7
2428	7	3386	7
154	3	3	7
295	151	10	7
1041	113	153	7
142	192	1	7
2	133	52	7
501	171	150	7
1	9	8	7
484	23	14	7
141	22	11	7
836	170	14	7
873	209	8	7
12	53	21	7
57	177	145	7
10	204	295	7
31	176	18	7
233	64	53	7
185	2	329	7
37	170	57	7
245	7	82	7
287	81	6	7
145	61	57	7
6	188	63	7
389	73	6896	7
12	172	6	7
389	176	2088	7
429	61	14	7
99	24	389	7
484	139	1	7
93	71	92	7
19	159	17	7
141	55	60	7
253	40	628	7
16	20	36	7
484	20	1	7
123	170	51	7
264	170	757	7
833	223	2958	7
2034	193	5065	7
13	192	289	7
21	137	12	7
1813	20	457	7
3808	23	2834	7
6764	20	751	7
100	40	18	7
3170	127	313	7
2078	46	594	7
3201	227	731	7
164	166	47	7
354	22	1	7
324	7	9	7
47	225	5	7
15	153	161	7
156	14	493	7
289	170	13	7
4977	184	139	7
316	37	1	7
1248	166	1222	7
149	168	86	7
2959	20	13	7
437	38	610	7
2589	1	1195	7
290	46	529	7
57	153	145	7
4	8	145	7
5065	47	2034	7
649	223	1	7
129	145	918	7
1579	53	100	7
933	46	912	7
529	61	290	7
42	1	8	7
145	146	37	7
3374	212	31	7
74	40	81	7
142	169	1	7
2	113	9	7
1078	165	1903	7
6	67	12	7
1579	23	31	7
457	60	310	7
329	170	185	7
78	85	446	7
253	150	1083	7
22	40	2290	7
353	225	1061	7
202	170	1	7
3452	7	310	7
62	7	0	7
44	111	3	7
473	57	330	7
922	7	146	7
145	120	57	7
93	162	511	7
47	225	164	7
6	89	12	7
106	71	2	7
22	150	2290	7
4977	224	5	7
31	13	100	7
477	13	5439	7
42	46	59	7
87	87	8	7
31	192	18	7
1980	85	16	7
361	223	317	7
1439	81	5659	7
719	179	242	7
640	214	145	7
13	192	2959	7
131	37	72	7
968	185	15	7
286	137	61	7
1003	120	155	7
103	176	64	7
1346	58	14	7
224	37	120	7
2176	188	20	7
324	13	9	7
362	76	211	7
166	13	121	7
44	40	10	7
10	22	8	7
580	135	4051	7
6	143	12	7
1248	6	44	7
19	13	17	7
153	165	1041	7
14	8	67	7
42	50	796	7
122	204	3559	7
65	146	18	7
5863	73	4223	7
15	170	968	7
482	142	64	7
14	151	1	7
150	72	501	7
57	223	37	7
361	53	5	7
47	46	5	7
812	137	140	7
14	86	1346	7
57	46	37	7
14	227	484	7
7052	72	1150	7
44	46	1248	7
628	11	49	7
142	151	21	7
610	193	437	7
319	113	48	7
2	13	9	7
74	93	29	7
5	28	3350	7
19	126	17	7
20	13	30	7
457	29	3500	7
19	81	17	7
2179	47	404	7
1	165	836	7
1922	145	2978	7
12	94	6	7
1966	137	391	7
2	210	9	7
37	153	57	7
1	58	202	7
16	13	32	7
35	50	73	7
180	194	1801	7
836	137	1	7
18	218	31	7
8	195	873	7
640	55	37	7
166	195	121	8
63	58	21	8
248	5	1	8
3	67	56	8
57	181	37	8
1	165	836	8
1	52	248	8
1	204	484	8
311	121	3	8
1248	166	1222	8
224	37	120	8
0	170	7	8
36	64	581	8
146	67	922	8
1982	99	982	8
45	120	279	8
14	13	484	8
423	170	20	8
0	170	353	8
639	73	5624	8
2660	216	247	8
186	165	3053	8
37	170	57	8
3854	137	218	8
218	183	5043	8
31	70	475	8
64	32	127	8
461	227	6	8
2215	13	714	8
52	195	2	8
136	226	3440	8
17	120	19	8
39	20	10	8
19	30	17	8
101	2	5070	8
592	38	67	8
453	141	81	8
59	170	42	8
461	57	6	8
4205	57	2555	8
4	179	15	8
31	192	18	8
1541	227	20	8
11	153	141	8
2219	107	140	8
8	13	4	8
3354	107	180	8
591	36	1085	8
44	71	3	8
3	94	616	8
42	15	59	8
100	15	18	8
842	170	44	8
6	188	63	8
146	4	425	8
146	137	425	8
10	71	1342	8
861	192	467	8
38	70	6	8
11	63	7	8
484	37	206	8
434	43	9	8
76	14	2	8
974	194	717	8
206	71	1	8
3860	82	2577	8
3351	195	1138	8
149	193	5239	8
64	55	482	8
208	37	4494	8
614	227	10	8
87	162	8	8
484	46	1	8
1603	70	476	8
129	145	918	8
58	53	202	8
383	176	821	8
63	218	6	8
475	196	18	8
10	153	864	8
59	36	42	8
4494	138	208	8
233	64	896	8
758	37	52	8
1222	80	1248	8
1566	57	0	8
991	189	3	8
264	6	836	8
4	217	8	8
65	146	18	8
1845	22	15	8
19	195	151	8
1233	223	58	8
8	175	1	8
836	137	1	8
119	126	17	8
484	5	1	8
57	133	145	8
2215	13	1585	8
57	141	1903	8
105	107	783	8
247	107	2660	8
53	22	287	8
311	86	188	8
1966	201	391	8
974	135	717	8
615	142	1185	8
873	40	8	8
2	194	9	8
3053	137	186	8
4	193	35	8
1627	53	989	8
1903	141	57	8
115	3	175	8
484	228	14	8
1398	107	1	8
59	61	42	8
6	70	11	8
310	89	180	8
11	47	7	8
6	120	22	8
528	55	933	8
74	40	81	8
76	55	9	8
812	137	140	8
484	20	1	8
3248	40	2730	8
602	20	1	8
14	37	1	8
744	136	578	8
1	185	626	8
145	61	57	8
484	37	14	8
797	224	2	8
126	13	1023	8
10	171	614	8
32	135	16	8
161	51	436	8
6	170	10	8
2	195	799	8
717	70	974	8
735	47	16	8
3440	38	136	8
37	58	57	8
1686	212	980	8
59	20	42	8
4680	86	5131	8
744	177	31	8
757	3	38	8
21	55	22	8
228	162	9	8
6	89	12	8
200	185	2257	8
257	61	836	8
2	183	105	8
215	215	125	8
45	184	108	8
56	67	320	8
89	4	117	8
3440	170	2514	8
6	224	22	8
42	65	59	8
11	64	312	8
22	89	21	8
57	46	37	8
1211	89	57	8
7	228	0	8
10	8	1	8
3	200	842	8
370	20	140	8
836	218	264	8
52	45	2	8
248	37	22	8
354	22	1	8
1813	20	457	8
626	137	1	8
290	2	1138	8
2514	20	3440	8
67	46	1	8
2150	15	100	8
119	73	17	8
206	13	484	8
48	31	9	8
20	171	423	8
3417	224	161	8
38	40	757	8
20	71	5492	8
673	224	3	8
5667	37	4734	8
922	214	146	8
100	85	18	8
641	67	99	8
136	164	2514	8
1817	32	72	8
21	37	63	8
5131	189	4680	8
32	13	16	8
812	64	140	8
783	23	105	8
3146	137	113	8
2	224	1168	8
140	57	137	8
1541	1	423	8
11	217	141	8
28	57	9	8
17	215	19	8
42	1	8	8
1594	133	812	8
10	63	316	8
8	183	2257	8
19	55	17	8
0	9	5	8
2466	22	182	8
980	53	1686	8
376	222	844	8
9	160	2	8
6	72	461	8
0	47	316	8
22	70	6	8
16	16	36	8
248	116	1	8
1845	25	436	8
836	160	257	8
1078	58	43	8
423	86	20	8
2493	63	931	8
12	4	6	8
310	194	153	8
735	1	36	8
206	143	484	8
0	164	57	8
6	137	38	8
2514	53	136	8
117	107	2624	8
4	147	15	8
1	145	67	8
202	185	58	8
2152	22	15	8
989	23	1627	8
6	61	10	8
10	53	39	8
8	63	510	8
10	9	6	8
9	184	6897	9
673	224	3	9
1276	73	17	9
57	170	1903	9
1	223	484	9
310	165	1296	9
1903	63	57	9
37	151	43	9
179	218	949	9
2176	143	1662	9
240	185	1907	9
392	46	1	9
484	46	14	9
46	96	284	9
420	162	2	9
143	13	20	9
11	212	7	9
995	73	21	9
1337	58	1065	9
1211	6	3710	9
125	194	559	9
361	224	1580	9
9	63	197	9
300	193	335	9
218	183	5043	9
1296	79	310	9
501	159	211	9
39	20	10	9
153	72	1041	9
1211	20	57	9
819	204	1	9
8	137	2106	9
2956	20	105	9
5314	7	755	9
3912	22	233	9
283	47	5	9
48	31	9	9
43	143	37	9
605	211	450	9
704	53	773	9
14	172	484	9
142	37	21	9
538	4	0	9
1479	20	531	9
11	164	7	9
1	181	257	9
4	223	35	9
2	120	197	9
484	184	1	9
57	52	173	9
4	204	35	9
739	226	37	9
159	120	211	9
894	99	60	9
23	6	732	9
63	121	70	9
99	13	389	9
803	37	928	9
146	107	425	9
641	67	99	9
732	160	23	9
63	218	6	9
1517	137	153	9
257	5	1	9
43	88	37	9
166	195	121	9
283	71	365	9
141	206	5093	9
10	85	1342	9
1966	26	391	9
1	165	827	9
10	170	5	9
1928	38	629	9
1211	188	3710	9
1355	159	696	9
42	61	59	9
1258	53	949	9
2245	4	3034	9
52	165	252	9
3	137	154	9
328	58	38	9
543	223	336	9
9	88	799	9
3	57	47	9
312	204	141	9
519	52	711	9
6	188	63	9
284	57	942	9
336	185	543	9
2563	184	123	9
2509	20	18	9
2121	37	4114	9
744	177	31	9
826	9	275	9
6	46	95	9
115	171	16	9
389	94	99	9
1928	61	860	9
15	188	408	9
949	170	1258	9
49	127	1	9
6914	20	982	9
1	204	130	9
205	107	9	9
2466	137	2905	9
583	165	646	9
89	146	117	9
873	13	8	9
398	150	31	9
673	30	2203	9
176	7	87	9
122	1	5493	9
35	188	22	9
3078	7	692	9
209	135	31	9
362	46	211	9
129	145	918	9
484	170	1	9
3912	22	576	9
1580	171	361	9
1	216	8	9
247	98	57	9
949	188	172	9
10	55	5	9
1931	160	39	9
37	53	43	9
4	179	15	9
1457	162	2	9
646	229	583	9
868	55	831	9
1003	126	155	9
55	15	273	9
744	136	954	9
732	185	741	9
153	83	1517	9
3	7	44	9
55	13	6891	9
251	143	2	9
26	46	569	9
1050	113	343	9
251	63	2	9
3710	46	1211	9
1994	41	1281	9
19	55	17	9
93	136	92	9
292	63	688	9
1206	4	197	9
3228	9	301	9
495	137	146	9
185	53	11	9
9	1	197	9
688	127	2970	9
683	137	9	9
70	143	63	9
142	47	6	9
4020	162	919	9
42	46	59	9
180	225	1041	9
10	37	692	9
38	86	63	9
370	136	140	9
5	147	10	9
153	223	1517	9
3	170	1468	9
425	98	146	9
17	184	92	9
711	61	519	9
173	96	2341	9
9	124	136	9
59	61	42	9
12	164	6	9
29	16	81	9
2629	46	19	9
102	226	164	9
19	137	17	9
583	227	646	9
1041	224	153	9
354	37	1	9
456	168	18	9
99	222	389	9
153	20	1517	9
2121	224	111	9
76	192	2	9
484	37	14	9
508	153	5927	9
692	1	0	9
2962	176	610	9
1	204	484	9
119	71	3607	9
646	61	583	9
211	204	159	9
4	216	15	9
3217	57	548	9
164	145	102	9
3	40	44	9
812	64	140	9
1041	207	153	9
246	207	155	9
0	151	67	9
244	74	482	9
3234	137	20	9
317	137	3	9
6	73	12	9
42	1	8	9
57	22	37	9
14	37	1	9
1164	61	67	9
228	212	9	9
59	170	42	9
1380	146	2466	9
92	166	17	9
670	72	55	9
0	204	339	9
386	46	57	9
576	151	183	9
142	161	1	9
59	36	42	9
3417	57	25	9
20	47	3234	9
35	145	4	9
362	57	211	9
3	137	47	9
42	65	59	9
16	137	1146	9
522	116	15	9
484	202	1	9
5	61	148	9
63	37	328	9
1096	223	2165	9
827	170	1	9
130	5	1	9
328	70	63	9
39	185	1931	9
2165	225	1096	9
949	170	179	9
457	155	1517	9
153	223	1041	9
12	153	6	9
9	22	90	9
301	86	3228	9
1337	137	724	9
569	216	26	9
212	37	1021	9
2	172	205	9
1380	55	2905	9
218	165	57	9
57	127	37	9
666	57	3	9
3	13	275	9
773	58	704	9
796	146	117	9
484	40	1	9
95	170	6	9
108	85	45	9
6	184	12	9
63	20	38	9
117	108	796	9
1065	36	1337	9
38	37	328	9
1498	123	1	9
596	155	0	10
3217	47	548	10
3	4	275	10
18	171	31	10
3217	13	548	10
119	222	19	10
269	81	317	10
18	218	31	10
169	20	268	10
253	3	49	10
51	194	36	10
57	127	37	10
